"length","kips","min_thkn","max_thkn","min_wght_asd","limit_state_asd","slenderRat"
234,0,0.1875,24,"0.84_0.188","Tensile_Yielding",975.3726028
234,0,0.1875,12,"0.84_0.188","Tensile_Yielding",975.3726028
234,0,0.25,72,"0.84_0.294","Tensile_Yielding",1067.292139
234,0,0.25,36,"0.84_0.294","Tensile_Yielding",1067.292139
234,0,0.25,24,"0.84_0.294","Tensile_Yielding",1067.292139
234,0,0.25,12,"0.84_0.294","Tensile_Yielding",1067.292139
234,0,0.375,72,"1.66_0.382","Tensile_Yielding",496.189408
234,0,0.375,36,"1.66_0.382","Tensile_Yielding",496.189408
234,0,0.375,24,"1.66_0.382","Tensile_Yielding",496.189408
234,0,0.375,12,"1.66_0.382","Tensile_Yielding",496.189408
240,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1000.382157
240,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1000.382157
240,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1000.382157
240,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1000.382157
240,0,0.25,72,"0.84_0.294","Tensile_Yielding",1094.658605
240,0,0.25,36,"0.84_0.294","Tensile_Yielding",1094.658605
240,0,0.25,24,"0.84_0.294","Tensile_Yielding",1094.658605
240,0,0.25,12,"0.84_0.294","Tensile_Yielding",1094.658605
240,0,0.375,72,"1.66_0.382","Tensile_Yielding",508.9122134
240,0,0.375,36,"1.66_0.382","Tensile_Yielding",508.9122134
240,0,0.375,24,"1.66_0.382","Tensile_Yielding",508.9122134
240,0,0.375,12,"1.66_0.382","Tensile_Yielding",508.9122134
246,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1025.391711
246,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1025.391711
246,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1025.391711
246,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1025.391711
246,0,0.25,72,"0.84_0.294","Tensile_Yielding",1122.02507
246,0,0.25,36,"0.84_0.294","Tensile_Yielding",1122.02507
246,0,0.25,24,"0.84_0.294","Tensile_Yielding",1122.02507
246,0,0.25,12,"0.84_0.294","Tensile_Yielding",1122.02507
246,0,0.375,72,"1.66_0.382","Tensile_Yielding",521.6350187
246,0,0.375,36,"1.66_0.382","Tensile_Yielding",521.6350187
246,0,0.375,24,"1.66_0.382","Tensile_Yielding",521.6350187
246,0,0.375,12,"1.66_0.382","Tensile_Yielding",521.6350187
252,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1050.401265
252,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1050.401265
252,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1050.401265
252,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1050.401265
252,0,0.25,72,"0.84_0.294","Tensile_Yielding",1149.391535
252,0,0.25,36,"0.84_0.294","Tensile_Yielding",1149.391535
252,0,0.25,24,"0.84_0.294","Tensile_Yielding",1149.391535
252,0,0.25,12,"0.84_0.294","Tensile_Yielding",1149.391535
252,0,0.375,72,"1.66_0.382","Tensile_Yielding",534.357824
252,0,0.375,36,"1.66_0.382","Tensile_Yielding",534.357824
252,0,0.375,24,"1.66_0.382","Tensile_Yielding",534.357824
252,0,0.375,12,"1.66_0.382","Tensile_Yielding",534.357824
258,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1075.410818
258,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1075.410818
258,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1075.410818
258,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1075.410818
258,0,0.25,72,"0.84_0.294","Tensile_Yielding",1176.758
258,0,0.25,36,"0.84_0.294","Tensile_Yielding",1176.758
258,0,0.25,24,"0.84_0.294","Tensile_Yielding",1176.758
258,0,0.25,12,"0.84_0.294","Tensile_Yielding",1176.758
258,0,0.375,72,"1.66_0.382","Tensile_Yielding",547.0806294
258,0,0.375,36,"1.66_0.382","Tensile_Yielding",547.0806294
258,0,0.375,24,"1.66_0.382","Tensile_Yielding",547.0806294
258,0,0.375,12,"1.66_0.382","Tensile_Yielding",547.0806294
264,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1100.420372
264,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1100.420372
264,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1100.420372
264,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1100.420372
264,0,0.25,72,"0.84_0.294","Tensile_Yielding",1204.124465
264,0,0.25,36,"0.84_0.294","Tensile_Yielding",1204.124465
264,0,0.25,24,"0.84_0.294","Tensile_Yielding",1204.124465
264,0,0.25,12,"0.84_0.294","Tensile_Yielding",1204.124465
264,0,0.375,72,"1.66_0.382","Tensile_Yielding",559.8034347
264,0,0.375,36,"1.66_0.382","Tensile_Yielding",559.8034347
264,0,0.375,24,"1.66_0.382","Tensile_Yielding",559.8034347
264,0,0.375,12,"1.66_0.382","Tensile_Yielding",559.8034347
270,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1125.429926
270,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1125.429926
270,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1125.429926
270,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1125.429926
270,0,0.25,72,"0.84_0.294","Tensile_Yielding",1231.49093
270,0,0.25,36,"0.84_0.294","Tensile_Yielding",1231.49093
270,0,0.25,24,"0.84_0.294","Tensile_Yielding",1231.49093
270,0,0.25,12,"0.84_0.294","Tensile_Yielding",1231.49093
270,0,0.375,72,"1.66_0.382","Tensile_Yielding",572.52624
270,0,0.375,36,"1.66_0.382","Tensile_Yielding",572.52624
270,0,0.375,24,"1.66_0.382","Tensile_Yielding",572.52624
270,0,0.375,12,"1.66_0.382","Tensile_Yielding",572.52624
276,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1150.43948
276,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1150.43948
276,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1150.43948
276,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1150.43948
276,0,0.25,72,"0.84_0.294","Tensile_Yielding",1258.857395
276,0,0.25,36,"0.84_0.294","Tensile_Yielding",1258.857395
276,0,0.25,24,"0.84_0.294","Tensile_Yielding",1258.857395
276,0,0.25,12,"0.84_0.294","Tensile_Yielding",1258.857395
276,0,0.375,72,"1.66_0.382","Tensile_Yielding",585.2490454
276,0,0.375,36,"1.66_0.382","Tensile_Yielding",585.2490454
276,0,0.375,24,"1.66_0.382","Tensile_Yielding",585.2490454
276,0,0.375,12,"1.66_0.382","Tensile_Yielding",585.2490454
282,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1175.449034
282,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1175.449034
282,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1175.449034
282,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1175.449034
282,0,0.25,72,"0.84_0.294","Tensile_Yielding",1286.22386
282,0,0.25,36,"0.84_0.294","Tensile_Yielding",1286.22386
282,0,0.25,24,"0.84_0.294","Tensile_Yielding",1286.22386
282,0,0.25,12,"0.84_0.294","Tensile_Yielding",1286.22386
282,0,0.375,72,"1.66_0.382","Tensile_Yielding",597.9718507
282,0,0.375,36,"1.66_0.382","Tensile_Yielding",597.9718507
282,0,0.375,24,"1.66_0.382","Tensile_Yielding",597.9718507
282,0,0.375,12,"1.66_0.382","Tensile_Yielding",597.9718507
288,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1200.458588
288,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1200.458588
288,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1200.458588
288,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1200.458588
288,0,0.25,72,"0.84_0.294","Tensile_Yielding",1313.590325
288,0,0.25,36,"0.84_0.294","Tensile_Yielding",1313.590325
288,0,0.25,24,"0.84_0.294","Tensile_Yielding",1313.590325
288,0,0.25,12,"0.84_0.294","Tensile_Yielding",1313.590325
288,0,0.375,72,"1.66_0.382","Tensile_Yielding",610.694656
288,0,0.375,36,"1.66_0.382","Tensile_Yielding",610.694656
288,0,0.375,24,"1.66_0.382","Tensile_Yielding",610.694656
288,0,0.375,12,"1.66_0.382","Tensile_Yielding",610.694656
294,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1225.468142
294,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1225.468142
294,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1225.468142
294,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1225.468142
294,0,0.25,72,"0.84_0.294","Tensile_Yielding",1340.956791
294,0,0.25,36,"0.84_0.294","Tensile_Yielding",1340.956791
294,0,0.25,24,"0.84_0.294","Tensile_Yielding",1340.956791
294,0,0.25,12,"0.84_0.294","Tensile_Yielding",1340.956791
294,0,0.375,72,"1.66_0.382","Tensile_Yielding",623.4174614
294,0,0.375,36,"1.66_0.382","Tensile_Yielding",623.4174614
294,0,0.375,24,"1.66_0.382","Tensile_Yielding",623.4174614
294,0,0.375,12,"1.66_0.382","Tensile_Yielding",623.4174614
300,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1250.477696
300,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1250.477696
300,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1250.477696
300,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1250.477696
300,0,0.25,72,"0.84_0.294","Tensile_Yielding",1368.323256
300,0,0.25,36,"0.84_0.294","Tensile_Yielding",1368.323256
300,0,0.25,24,"0.84_0.294","Tensile_Yielding",1368.323256
300,0,0.25,12,"0.84_0.294","Tensile_Yielding",1368.323256
300,0,0.375,72,"1.66_0.382","Tensile_Yielding",636.1402667
300,0,0.375,36,"1.66_0.382","Tensile_Yielding",636.1402667
300,0,0.375,24,"1.66_0.382","Tensile_Yielding",636.1402667
300,0,0.375,12,"1.66_0.382","Tensile_Yielding",636.1402667
306,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1275.48725
306,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1275.48725
306,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1275.48725
306,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1275.48725
306,0,0.25,72,"0.84_0.294","Tensile_Yielding",1395.689721
306,0,0.25,36,"0.84_0.294","Tensile_Yielding",1395.689721
306,0,0.25,24,"0.84_0.294","Tensile_Yielding",1395.689721
306,0,0.25,12,"0.84_0.294","Tensile_Yielding",1395.689721
306,0,0.375,72,"1.66_0.382","Tensile_Yielding",648.863072
306,0,0.375,36,"1.66_0.382","Tensile_Yielding",648.863072
306,0,0.375,24,"1.66_0.382","Tensile_Yielding",648.863072
306,0,0.375,12,"1.66_0.382","Tensile_Yielding",648.863072
312,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1300.496804
312,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1300.496804
312,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1300.496804
312,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1300.496804
312,0,0.25,72,"0.84_0.294","Tensile_Yielding",1423.056186
312,0,0.25,36,"0.84_0.294","Tensile_Yielding",1423.056186
312,0,0.25,24,"0.84_0.294","Tensile_Yielding",1423.056186
312,0,0.25,12,"0.84_0.294","Tensile_Yielding",1423.056186
312,0,0.375,72,"1.66_0.382","Tensile_Yielding",661.5858774
312,0,0.375,36,"1.66_0.382","Tensile_Yielding",661.5858774
312,0,0.375,24,"1.66_0.382","Tensile_Yielding",661.5858774
312,0,0.375,12,"1.66_0.382","Tensile_Yielding",661.5858774
318,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1325.506358
318,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1325.506358
318,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1325.506358
318,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1325.506358
318,0,0.25,72,"0.84_0.294","Tensile_Yielding",1450.422651
318,0,0.25,36,"0.84_0.294","Tensile_Yielding",1450.422651
318,0,0.25,24,"0.84_0.294","Tensile_Yielding",1450.422651
318,0,0.25,12,"0.84_0.294","Tensile_Yielding",1450.422651
318,0,0.375,72,"1.66_0.382","Tensile_Yielding",674.3086827
318,0,0.375,36,"1.66_0.382","Tensile_Yielding",674.3086827
318,0,0.375,24,"1.66_0.382","Tensile_Yielding",674.3086827
318,0,0.375,12,"1.66_0.382","Tensile_Yielding",674.3086827
324,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1350.515912
324,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1350.515912
324,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1350.515912
324,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1350.515912
324,0,0.25,72,"0.84_0.294","Tensile_Yielding",1477.789116
324,0,0.25,36,"0.84_0.294","Tensile_Yielding",1477.789116
324,0,0.25,24,"0.84_0.294","Tensile_Yielding",1477.789116
324,0,0.25,12,"0.84_0.294","Tensile_Yielding",1477.789116
324,0,0.375,72,"1.66_0.382","Tensile_Yielding",687.031488
324,0,0.375,36,"1.66_0.382","Tensile_Yielding",687.031488
324,0,0.375,24,"1.66_0.382","Tensile_Yielding",687.031488
324,0,0.375,12,"1.66_0.382","Tensile_Yielding",687.031488
330,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1375.525465
330,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1375.525465
330,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1375.525465
330,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1375.525465
330,0,0.25,72,"0.84_0.294","Tensile_Yielding",1505.155581
330,0,0.25,36,"0.84_0.294","Tensile_Yielding",1505.155581
330,0,0.25,24,"0.84_0.294","Tensile_Yielding",1505.155581
330,0,0.25,12,"0.84_0.294","Tensile_Yielding",1505.155581
330,0,0.375,72,"1.66_0.382","Tensile_Yielding",699.7542934
330,0,0.375,36,"1.66_0.382","Tensile_Yielding",699.7542934
330,0,0.375,24,"1.66_0.382","Tensile_Yielding",699.7542934
330,0,0.375,12,"1.66_0.382","Tensile_Yielding",699.7542934
336,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1400.535019
336,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1400.535019
336,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1400.535019
336,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1400.535019
336,0,0.25,72,"0.84_0.294","Tensile_Yielding",1532.522046
336,0,0.25,36,"0.84_0.294","Tensile_Yielding",1532.522046
336,0,0.25,24,"0.84_0.294","Tensile_Yielding",1532.522046
336,0,0.25,12,"0.84_0.294","Tensile_Yielding",1532.522046
336,0,0.375,72,"1.66_0.382","Tensile_Yielding",712.4770987
336,0,0.375,36,"1.66_0.382","Tensile_Yielding",712.4770987
336,0,0.375,24,"1.66_0.382","Tensile_Yielding",712.4770987
336,0,0.375,12,"1.66_0.382","Tensile_Yielding",712.4770987
342,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1425.544573
342,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1425.544573
342,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1425.544573
342,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1425.544573
342,0,0.25,72,"0.84_0.294","Tensile_Yielding",1559.888511
342,0,0.25,36,"0.84_0.294","Tensile_Yielding",1559.888511
342,0,0.25,24,"0.84_0.294","Tensile_Yielding",1559.888511
342,0,0.25,12,"0.84_0.294","Tensile_Yielding",1559.888511
342,0,0.375,72,"1.66_0.382","Tensile_Yielding",725.199904
342,0,0.375,36,"1.66_0.382","Tensile_Yielding",725.199904
342,0,0.375,24,"1.66_0.382","Tensile_Yielding",725.199904
342,0,0.375,12,"1.66_0.382","Tensile_Yielding",725.199904
348,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1450.554127
348,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1450.554127
348,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1450.554127
348,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1450.554127
348,0,0.25,72,"0.84_0.294","Tensile_Yielding",1587.254977
348,0,0.25,36,"0.84_0.294","Tensile_Yielding",1587.254977
348,0,0.25,24,"0.84_0.294","Tensile_Yielding",1587.254977
348,0,0.25,12,"0.84_0.294","Tensile_Yielding",1587.254977
348,0,0.375,72,"1.66_0.382","Tensile_Yielding",737.9227094
348,0,0.375,36,"1.66_0.382","Tensile_Yielding",737.9227094
348,0,0.375,24,"1.66_0.382","Tensile_Yielding",737.9227094
348,0,0.375,12,"1.66_0.382","Tensile_Yielding",737.9227094
354,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1475.563681
354,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1475.563681
354,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1475.563681
354,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1475.563681
354,0,0.25,72,"0.84_0.294","Tensile_Yielding",1614.621442
354,0,0.25,36,"0.84_0.294","Tensile_Yielding",1614.621442
354,0,0.25,24,"0.84_0.294","Tensile_Yielding",1614.621442
354,0,0.25,12,"0.84_0.294","Tensile_Yielding",1614.621442
354,0,0.375,72,"1.66_0.382","Tensile_Yielding",750.6455147
354,0,0.375,36,"1.66_0.382","Tensile_Yielding",750.6455147
354,0,0.375,24,"1.66_0.382","Tensile_Yielding",750.6455147
354,0,0.375,12,"1.66_0.382","Tensile_Yielding",750.6455147
360,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1500.573235
360,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1500.573235
360,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1500.573235
360,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1500.573235
360,0,0.25,72,"0.84_0.294","Tensile_Yielding",1641.987907
360,0,0.25,36,"0.84_0.294","Tensile_Yielding",1641.987907
360,0,0.25,24,"0.84_0.294","Tensile_Yielding",1641.987907
360,0,0.25,12,"0.84_0.294","Tensile_Yielding",1641.987907
360,0,0.375,72,"1.66_0.382","Tensile_Yielding",763.36832
360,0,0.375,36,"1.66_0.382","Tensile_Yielding",763.36832
360,0,0.375,24,"1.66_0.382","Tensile_Yielding",763.36832
360,0,0.375,12,"1.66_0.382","Tensile_Yielding",763.36832
366,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1525.582789
366,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1525.582789
366,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1525.582789
366,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1525.582789
366,0,0.25,72,"0.84_0.294","Tensile_Yielding",1669.354372
366,0,0.25,36,"0.84_0.294","Tensile_Yielding",1669.354372
366,0,0.25,24,"0.84_0.294","Tensile_Yielding",1669.354372
366,0,0.25,12,"0.84_0.294","Tensile_Yielding",1669.354372
366,0,0.375,72,"1.66_0.382","Tensile_Yielding",776.0911254
366,0,0.375,36,"1.66_0.382","Tensile_Yielding",776.0911254
366,0,0.375,24,"1.66_0.382","Tensile_Yielding",776.0911254
366,0,0.375,12,"1.66_0.382","Tensile_Yielding",776.0911254
372,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1550.592343
372,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1550.592343
372,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1550.592343
372,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1550.592343
372,0,0.25,72,"0.84_0.294","Tensile_Yielding",1696.720837
372,0,0.25,36,"0.84_0.294","Tensile_Yielding",1696.720837
372,0,0.25,24,"0.84_0.294","Tensile_Yielding",1696.720837
372,0,0.25,12,"0.84_0.294","Tensile_Yielding",1696.720837
372,0,0.375,72,"1.66_0.382","Tensile_Yielding",788.8139307
372,0,0.375,36,"1.66_0.382","Tensile_Yielding",788.8139307
372,0,0.375,24,"1.66_0.382","Tensile_Yielding",788.8139307
372,0,0.375,12,"1.66_0.382","Tensile_Yielding",788.8139307
378,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1575.601897
378,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1575.601897
378,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1575.601897
378,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1575.601897
378,0,0.25,72,"0.84_0.294","Tensile_Yielding",1724.087302
378,0,0.25,36,"0.84_0.294","Tensile_Yielding",1724.087302
378,0,0.25,24,"0.84_0.294","Tensile_Yielding",1724.087302
378,0,0.25,12,"0.84_0.294","Tensile_Yielding",1724.087302
378,0,0.375,72,"1.66_0.382","Tensile_Yielding",801.536736
378,0,0.375,36,"1.66_0.382","Tensile_Yielding",801.536736
378,0,0.375,24,"1.66_0.382","Tensile_Yielding",801.536736
378,0,0.375,12,"1.66_0.382","Tensile_Yielding",801.536736
384,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1600.611451
384,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1600.611451
384,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1600.611451
384,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1600.611451
384,0,0.25,72,"0.84_0.294","Tensile_Yielding",1751.453767
384,0,0.25,36,"0.84_0.294","Tensile_Yielding",1751.453767
384,0,0.25,24,"0.84_0.294","Tensile_Yielding",1751.453767
384,0,0.25,12,"0.84_0.294","Tensile_Yielding",1751.453767
384,0,0.375,72,"1.66_0.382","Tensile_Yielding",814.2595414
384,0,0.375,36,"1.66_0.382","Tensile_Yielding",814.2595414
384,0,0.375,24,"1.66_0.382","Tensile_Yielding",814.2595414
384,0,0.375,12,"1.66_0.382","Tensile_Yielding",814.2595414
390,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1625.621005
390,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1625.621005
390,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1625.621005
390,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1625.621005
390,0,0.25,72,"0.84_0.294","Tensile_Yielding",1778.820232
390,0,0.25,36,"0.84_0.294","Tensile_Yielding",1778.820232
390,0,0.25,24,"0.84_0.294","Tensile_Yielding",1778.820232
390,0,0.25,12,"0.84_0.294","Tensile_Yielding",1778.820232
390,0,0.375,72,"1.66_0.382","Tensile_Yielding",826.9823467
390,0,0.375,36,"1.66_0.382","Tensile_Yielding",826.9823467
390,0,0.375,24,"1.66_0.382","Tensile_Yielding",826.9823467
390,0,0.375,12,"1.66_0.382","Tensile_Yielding",826.9823467
396,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1650.630559
396,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1650.630559
396,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1650.630559
396,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1650.630559
396,0,0.25,72,"0.84_0.294","Tensile_Yielding",1806.186697
396,0,0.25,36,"0.84_0.294","Tensile_Yielding",1806.186697
396,0,0.25,24,"0.84_0.294","Tensile_Yielding",1806.186697
396,0,0.25,12,"0.84_0.294","Tensile_Yielding",1806.186697
396,0,0.375,72,"1.66_0.382","Tensile_Yielding",839.705152
396,0,0.375,36,"1.66_0.382","Tensile_Yielding",839.705152
396,0,0.375,24,"1.66_0.382","Tensile_Yielding",839.705152
396,0,0.375,12,"1.66_0.382","Tensile_Yielding",839.705152
402,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1675.640113
402,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1675.640113
402,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1675.640113
402,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1675.640113
402,0,0.25,72,"0.84_0.294","Tensile_Yielding",1833.553163
402,0,0.25,36,"0.84_0.294","Tensile_Yielding",1833.553163
402,0,0.25,24,"0.84_0.294","Tensile_Yielding",1833.553163
402,0,0.25,12,"0.84_0.294","Tensile_Yielding",1833.553163
402,0,0.375,72,"1.66_0.382","Tensile_Yielding",852.4279574
402,0,0.375,36,"1.66_0.382","Tensile_Yielding",852.4279574
402,0,0.375,24,"1.66_0.382","Tensile_Yielding",852.4279574
402,0,0.375,12,"1.66_0.382","Tensile_Yielding",852.4279574
408,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1700.649666
408,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1700.649666
408,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1700.649666
408,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1700.649666
408,0,0.25,72,"0.84_0.294","Tensile_Yielding",1860.919628
408,0,0.25,36,"0.84_0.294","Tensile_Yielding",1860.919628
408,0,0.25,24,"0.84_0.294","Tensile_Yielding",1860.919628
408,0,0.25,12,"0.84_0.294","Tensile_Yielding",1860.919628
408,0,0.375,72,"1.66_0.382","Tensile_Yielding",865.1507627
408,0,0.375,36,"1.66_0.382","Tensile_Yielding",865.1507627
408,0,0.375,24,"1.66_0.382","Tensile_Yielding",865.1507627
408,0,0.375,12,"1.66_0.382","Tensile_Yielding",865.1507627
414,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1725.65922
414,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1725.65922
414,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1725.65922
414,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1725.65922
414,0,0.25,72,"0.84_0.294","Tensile_Yielding",1888.286093
414,0,0.25,36,"0.84_0.294","Tensile_Yielding",1888.286093
414,0,0.25,24,"0.84_0.294","Tensile_Yielding",1888.286093
414,0,0.25,12,"0.84_0.294","Tensile_Yielding",1888.286093
414,0,0.375,72,"1.66_0.382","Tensile_Yielding",877.873568
414,0,0.375,36,"1.66_0.382","Tensile_Yielding",877.873568
414,0,0.375,24,"1.66_0.382","Tensile_Yielding",877.873568
414,0,0.375,12,"1.66_0.382","Tensile_Yielding",877.873568
420,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1750.668774
420,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1750.668774
420,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1750.668774
420,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1750.668774
420,0,0.25,72,"0.84_0.294","Tensile_Yielding",1915.652558
420,0,0.25,36,"0.84_0.294","Tensile_Yielding",1915.652558
420,0,0.25,24,"0.84_0.294","Tensile_Yielding",1915.652558
420,0,0.25,12,"0.84_0.294","Tensile_Yielding",1915.652558
420,0,0.375,72,"1.66_0.382","Tensile_Yielding",890.5963734
420,0,0.375,36,"1.66_0.382","Tensile_Yielding",890.5963734
420,0,0.375,24,"1.66_0.382","Tensile_Yielding",890.5963734
420,0,0.375,12,"1.66_0.382","Tensile_Yielding",890.5963734
426,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1775.678328
426,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1775.678328
426,0,0.1875,24,"0.84_0.188","Tensile_Yielding",1775.678328
426,0,0.1875,12,"0.84_0.188","Tensile_Yielding",1775.678328
426,0,0.25,72,"0.84_0.294","Tensile_Yielding",1943.019023
426,0,0.25,36,"0.84_0.294","Tensile_Yielding",1943.019023
426,0,0.25,24,"0.84_0.294","Tensile_Yielding",1943.019023
426,0,0.25,12,"0.84_0.294","Tensile_Yielding",1943.019023
426,0,0.375,72,"1.66_0.382","Tensile_Yielding",903.3191787
426,0,0.375,36,"1.66_0.382","Tensile_Yielding",903.3191787
426,0,0.375,24,"1.66_0.382","Tensile_Yielding",903.3191787
426,0,0.375,12,"1.66_0.382","Tensile_Yielding",903.3191787
432,0,0.1875,72,"0.84_0.188","Tensile_Yielding",1800.687882
432,0,0.1875,36,"0.84_0.188","Tensile_Yielding",1800.687882
