"length","kips","min_thkn","max_thkn","min_wght_asd","limit_state_asd","slenderRat"
576,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2627.180651
576,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2627.180651
576,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2627.180651
576,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1221.389312
576,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1221.389312
576,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1221.389312
576,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1221.389312
582,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2425.92673
582,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2425.92673
582,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2425.92673
582,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2425.92673
582,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2654.547116
582,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2654.547116
582,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2654.547116
582,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2654.547116
582,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1234.112117
582,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1234.112117
582,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1234.112117
582,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1234.112117
588,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2450.936284
588,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2450.936284
588,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2450.936284
588,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2450.936284
588,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2681.913581
588,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2681.913581
588,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2681.913581
588,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2681.913581
588,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1246.834923
588,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1246.834923
588,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1246.834923
588,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1246.834923
594,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2475.945838
594,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2475.945838
594,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2475.945838
594,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2475.945838
594,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2709.280046
594,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2709.280046
594,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2709.280046
594,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2709.280046
594,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1259.557728
594,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1259.557728
594,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1259.557728
594,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1259.557728
600,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2500.955392
600,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2500.955392
600,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2500.955392
600,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2500.955392
600,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2736.646511
600,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2736.646511
600,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2736.646511
600,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2736.646511
600,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1272.280533
600,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1272.280533
600,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1272.280533
600,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1272.280533
606,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2525.964946
606,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2525.964946
606,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2525.964946
606,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2525.964946
606,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2764.012976
606,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2764.012976
606,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2764.012976
606,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2764.012976
606,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1285.003339
606,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1285.003339
606,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1285.003339
606,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1285.003339
612,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2550.9745
612,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2550.9745
612,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2550.9745
612,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2550.9745
612,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2791.379441
612,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2791.379441
612,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2791.379441
612,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2791.379441
612,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1297.726144
612,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1297.726144
612,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1297.726144
612,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1297.726144
618,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2575.984054
618,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2575.984054
618,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2575.984054
618,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2575.984054
618,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2818.745907
618,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2818.745907
618,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2818.745907
618,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2818.745907
618,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1310.448949
618,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1310.448949
618,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1310.448949
618,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1310.448949
624,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2600.993607
624,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2600.993607
624,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2600.993607
624,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2600.993607
624,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2846.112372
624,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2846.112372
624,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2846.112372
624,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2846.112372
624,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1323.171755
624,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1323.171755
624,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1323.171755
624,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1323.171755
630,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2626.003161
630,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2626.003161
630,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2626.003161
630,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2626.003161
630,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2873.478837
630,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2873.478837
630,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2873.478837
630,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2873.478837
630,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1335.89456
630,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1335.89456
630,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1335.89456
630,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1335.89456
636,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2651.012715
636,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2651.012715
636,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2651.012715
636,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2651.012715
636,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2900.845302
636,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2900.845302
636,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2900.845302
636,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2900.845302
636,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1348.617365
636,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1348.617365
636,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1348.617365
636,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1348.617365
642,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2676.022269
642,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2676.022269
642,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2676.022269
642,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2676.022269
642,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2928.211767
642,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2928.211767
642,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2928.211767
642,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2928.211767
642,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1361.340171
642,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1361.340171
642,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1361.340171
642,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1361.340171
648,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2701.031823
648,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2701.031823
648,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2701.031823
648,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2701.031823
648,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2955.578232
648,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2955.578232
648,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2955.578232
648,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2955.578232
648,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1374.062976
648,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1374.062976
648,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1374.062976
648,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1374.062976
654,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2726.041377
654,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2726.041377
654,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2726.041377
654,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2726.041377
654,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",2982.944697
654,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",2982.944697
654,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",2982.944697
654,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",2982.944697
654,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1386.785781
654,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1386.785781
654,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1386.785781
654,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1386.785781
660,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2751.050931
660,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2751.050931
660,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2751.050931
660,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2751.050931
660,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3010.311162
660,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3010.311162
660,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3010.311162
660,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3010.311162
660,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1399.508587
660,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1399.508587
660,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1399.508587
660,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1399.508587
666,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2776.060485
666,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2776.060485
666,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2776.060485
666,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2776.060485
666,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3037.677628
666,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3037.677628
666,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3037.677628
666,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3037.677628
666,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1412.231392
666,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1412.231392
666,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1412.231392
666,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1412.231392
672,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2801.070039
672,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2801.070039
672,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2801.070039
672,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2801.070039
672,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3065.044093
672,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3065.044093
672,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3065.044093
672,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3065.044093
672,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1424.954197
672,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1424.954197
672,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1424.954197
672,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1424.954197
678,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2826.079593
678,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2826.079593
678,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2826.079593
678,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2826.079593
678,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3092.410558
678,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3092.410558
678,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3092.410558
678,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3092.410558
678,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1437.677003
678,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1437.677003
678,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1437.677003
678,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1437.677003
684,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2851.089147
684,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2851.089147
684,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2851.089147
684,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2851.089147
684,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3119.777023
684,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3119.777023
684,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3119.777023
684,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3119.777023
684,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1450.399808
684,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1450.399808
684,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1450.399808
684,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1450.399808
690,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2876.098701
690,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2876.098701
690,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2876.098701
690,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2876.098701
690,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3147.143488
690,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3147.143488
690,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3147.143488
690,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3147.143488
690,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1463.122613
690,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1463.122613
690,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1463.122613
690,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1463.122613
696,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2901.108254
696,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2901.108254
696,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2901.108254
696,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2901.108254
696,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3174.509953
696,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3174.509953
696,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3174.509953
696,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3174.509953
696,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1475.845419
696,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1475.845419
696,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1475.845419
696,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1475.845419
702,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2926.117808
702,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2926.117808
702,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2926.117808
702,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2926.117808
702,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3201.876418
702,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3201.876418
702,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3201.876418
702,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3201.876418
702,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1488.568224
702,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1488.568224
702,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1488.568224
702,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1488.568224
708,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2951.127362
708,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2951.127362
708,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2951.127362
708,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2951.127362
708,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3229.242883
708,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3229.242883
708,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3229.242883
708,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3229.242883
708,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1501.291029
708,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1501.291029
708,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1501.291029
708,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1501.291029
714,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",2976.136916
714,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",2976.136916
714,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",2976.136916
714,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",2976.136916
714,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3256.609348
714,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3256.609348
714,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3256.609348
714,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3256.609348
714,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1514.013835
714,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1514.013835
714,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1514.013835
714,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1514.013835
720,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",3001.14647
720,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",3001.14647
720,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",3001.14647
720,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",3001.14647
720,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3283.975814
720,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3283.975814
720,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3283.975814
720,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3283.975814
720,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1526.73664
720,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1526.73664
720,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1526.73664
720,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1526.73664
726,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",3026.156024
726,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",3026.156024
726,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",3026.156024
726,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",3026.156024
726,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3311.342279
726,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3311.342279
726,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3311.342279
726,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3311.342279
726,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1539.459445
726,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1539.459445
726,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1539.459445
726,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1539.459445
732,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",3051.165578
732,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",3051.165578
732,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",3051.165578
732,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",3051.165578
732,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3338.708744
732,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3338.708744
732,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3338.708744
732,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3338.708744
732,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1552.182251
732,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1552.182251
732,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1552.182251
732,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1552.182251
738,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",3076.175132
738,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",3076.175132
738,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",3076.175132
738,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",3076.175132
738,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3366.075209
738,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3366.075209
738,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3366.075209
738,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3366.075209
738,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1564.905056
738,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1564.905056
738,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1564.905056
738,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1564.905056
744,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",3101.184686
744,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",3101.184686
744,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",3101.184686
744,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",3101.184686
744,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3393.441674
744,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3393.441674
744,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3393.441674
744,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3393.441674
744,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1577.627861
744,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1577.627861
744,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1577.627861
744,0.004024096,0.375,12,"1.66_0.382","Tensile_Yielding",1577.627861
750,0.004024096,0.1875,72,"0.84_0.188","Tensile_Yielding",3126.19424
750,0.004024096,0.1875,36,"0.84_0.188","Tensile_Yielding",3126.19424
750,0.004024096,0.1875,24,"0.84_0.188","Tensile_Yielding",3126.19424
750,0.004024096,0.1875,12,"0.84_0.188","Tensile_Yielding",3126.19424
750,0.004024096,0.25,72,"0.84_0.294","Tensile_Yielding",3420.808139
750,0.004024096,0.25,36,"0.84_0.294","Tensile_Yielding",3420.808139
750,0.004024096,0.25,24,"0.84_0.294","Tensile_Yielding",3420.808139
750,0.004024096,0.25,12,"0.84_0.294","Tensile_Yielding",3420.808139
750,0.004024096,0.375,72,"1.66_0.382","Tensile_Yielding",1590.350667
750,0.004024096,0.375,36,"1.66_0.382","Tensile_Yielding",1590.350667
750,0.004024096,0.375,24,"1.66_0.382","Tensile_Yielding",1590.350667
